,company_brand,founded,headquarter,sector,about_company,founders,investor,amount,series,year
2660,Stumagz,2015,Hyderabad,Media and Entertainment,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,None,None,0.0,validation,2018-01-01
2661,Doubtnut,2015,Gurgaon,"E-Learning, EdTech, Education, Image Recognition, Machine Learning, STEM Education",Gurgaon based E-learning platform.,None,None,0.0,validation,2018-01-01
2662,MCaffeine,2015,Mumbai,Consumer Goods and Services,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,None,None,0.0,validation,2018-01-01
2663,TrustCheckr,2015,Bangalore,Information Technology,A Bengaluru-based fraud analytics solution provider .,None,None,100000.0,validation,2018-01-01
2664,HealthAssure,2015,Mumbai,"Fitness, Health Care, Wellness",HealthAssure provides access to Discounted & High Quality primary care medical network.,None,None,1000000.0,validation,2018-01-01
2665,Picture TIme,2015,Delhi,Media and Entertainment,Operator of low-cost mobile cinema theatres in rural areas.,None,None,0.0,validation,2018-01-01
2666,1Crowd,2015,Mumbai,"Crowdsourcing, Financial Services, Funding Platform, Venture Capital",Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,None,None,3500000.0,validation,2018-01-01
2667,Aarav Unmanned Systems,2015,Bangalore,"Delivery, Drones, Geospatial, Robotics",Professional Drones for Enterprise Applications,None,None,0.0,validation,2018-01-01
2668,Wellthy Therapeutics Pvt Ltd,2015,Mumbai,"Health Care, Hospital","Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",None,None,0.0,validation,2018-01-01
2669,Nua,2015,Mumbai,Consumer Goods and Services,Nua is an e-commerce and feminine care brand platform focused on creating women care products.,None,None,0.0,validation,2018-01-01
2670,Kuvera.in,2015,Bangalore,Financial Services,An online platform for mutual fund investments.,None,None,250000.0,validation,2018-01-01
2671,Livehealth,2015,Pune,"Health Care, Information Technology, Management Information Systems",Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,None,None,1100000.0,validation,2018-01-01
2672,Gramophone,2015,Indore,Farming,An agricultural inputs startup Company.,None,None,1000000.0,validation,2018-01-01
2673,Ora,2015,Kolkata,"Business Travel, Hospitality, Hotel, Marketplace, Tourism, Travel Accommodations",Ora is an online marketplace of unique accommodations. Awarded as among top 3000 startups in India by IIM Kolkata.,None,None,0.0,validation,2018-01-01
2674,Buddy4Study.com,2015,Noida,"Career Planning, Education, Higher Education, Service Industry",Buddy4Study is the best scholarship search engine for Indian students. It also helps organizations to set up their own scholarship schemes.,None,None,3000000.0,early traction,2018-01-01
2675,Predible Health,2015,Bangalore,Medical Device,Healthcare devices for cancer detection,None,None,0.0,validation,2018-01-01
2676,Syncremedies Healthcare Pvt Ltd,2015,Bangalore,"Alternative Medicine, Health Care","Syncremedies is an Integrated Medicine service that brings together Allopathy, Ayurveda and Homeopathy to treat chronic ailments.",None,None,0.0,validation,2018-01-01
2677,Blueleaf Cyberspace Systems,2015,Bangalore,"Internet, Software",Bluleaf Cyberspace is Cloud Based Software Company.,None,None,0.0,validation,2018-01-01
2678,Toffee,2015,Gurgaon,"Internet, Software","Toffee is a bite size, micro-event & contextual insurtech startup which aims to de-jargonise the insurance buying experience.",None,None,1500000.0,validation,2018-01-01
2679,ORO Wealth,2015,Mumbai,"Internet, Software",Online wealth management platform,None,None,1600000.0,early traction,2018-01-01
2680,HealWell24,2015,Mumbai,"Dental, Elder Care, Health Care, Home Health Care, Personal Health","HealWell24 is India's emerging technology-empowered healthcare company, aiming to bring world-class quality healthcare services anywhere.",None,None,200000.0,validation,2018-01-01
2681,Acko General Insurance,2015,Mumbai,"Financial Services, Insurance, Private Social Networking",Acko General Insurance is a digital insurance company in India that redefines insurance for the consumers.,None,None,12000000.0,early traction,2018-01-01
2682,arzooo.com,2015,Bangalore,"Consumer Electronics, E-Commerce, E-Commerce Platforms, Electronics, Shipping, Shopping",E-commerce website promising the best price on any product a consumer buys anywhere on the internet.,None,None,0.0,validation,2018-01-01
2683,Bonphul Air Products,2015,Delhi,"Renewable Energy, Environmental Services, and Clean Technology",A clean tech product Company,None,None,0.0,validation,2018-01-01
2684,DheeYantra Research Labs,2015,Bangalore,Artificial Intelligence,"DheeYantra is building a cognitive conversational chatbot platform by name ""dhee.ai"" for vernacular languages",None,None,0.0,validation,2018-01-01
2685,Edyoo,2015,Bangalore,Education,"Edyoo.com is a technology platform that offers the most intuitive design, flexibility, and ease of use.",None,None,1000000.0,validation,2018-01-01
2686,Chtrbox,2015,Mumbai,"Advertising, Internet, Marketing",Chtrbox connects social media influencers with brands .,None,None,0.0,validation,2018-01-01
2687,Aashiyaan Housing and Development Finance,2015,Kolkata,Financial Services,Provide housing finance to those in the informal sector enabling the hither to un-served to own a home of their own.,None,None,0.0,validation,2018-01-01
2688,BetterPlace Safety Solutions Pvt. Ltd.,2015,Bangalore City,"Human Resources, Security, Training","BetterPlace provides businesses with contractor workforce management, including onboarding, training, and background checks.",None,None,3000000.0,early traction,2018-01-01
2689,Cashkumar,2015,Bangalore,"Consumer Lending, Finance, FinTech",A P2P Lending Platform connecting millions of financially under-served & new to credit borrowers with investment savvy lenders in India,None,None,0.0,validation,2018-01-01
2690,Rocketium,2015,Bangalore,"Marketing, Social Media, Video",Easy video creation for social media.,None,None,0.0,validation,2018-01-01
2691,FreightBazaar,2015,Hyderabad,Transportation and Mobility,FreightBazaar.com is an online platform that connects Truck suppliers with Truck users.,None,None,0.0,validation,2018-01-01
2692,OPEN,2015,Bangalore,Financial Services,Open up to a new world of Banking,None,None,0.0,validation,2018-01-01
2693,mfine,2015,Bangalore,"Health Care, Hospital",Hospital & Health Care Start up,None,None,4200000.0,early traction,2018-01-01
2694,Earth Food,2015,Pune,"Food and Beverage, Food Processing",Earth Food is a healthy Food Start Up.,None,None,0.0,validation,2018-01-01
2695,Charcoal Eats,2015,Mumbai,Food and Beverages,Charcoal Eats aims to bring Dominos style standardisation.,None,None,0.0,validation,2018-01-01
2696,Wishfie,2015,Bangalore,Apps,A platform for people to express their opinions in form of short videos around any topic.,None,None,0.0,validation,2018-01-01
2697,The Social Hook,2015,Bangalore,Marketing and Advertising,Fast growing Influencer Marketing platform in India.,None,None,0.0,validation,2018-01-01
2698,FreightBro,2015,Mumbai,"Apps, B2B, Freight Service, Logistics, SaaS, Shipping, Supply Chain Management, Transportation",Software for the new-age freight,None,None,0.0,validation,2018-01-01
2699,Finwego,2015,Chennai,"Apps, B2B, Freight Service, Logistics, SaaS, Shipping, Supply Chain Management, Transportation",Finwego partners with Small and Medium Businesses in India to offer convenient and responsible credit to their employees,None,None,0.0,validation,2018-01-01
2700,Cricnwin,2015,Gurgaon,"Digital Entertainment, Fantasy Sports, Gaming, Sports",Cricnwin is a Gurugram - based Fan Engagement Platform,None,None,0.0,validation,2018-01-01
2702,Wicked Ride Adventure Services Private Limited,2015,Bangalore,"Automotive, Last Mile Transportation, Peer to Peer, Ride Sharing",Peer-to-Peer motor vehicles sharing,None,None,10000000.0,scaling,2018-01-01
2703,Career Anna,2015,Bangalore,"Commercial, E-Learning, Education",India's Go to Career Commerce Portal,None,None,0.0,validation,2018-01-01
2704,ERUDITUS Executive Education,2015,Mumbai,"Continuing Education, EdTech, Education, Skill Assessment","Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes",None,None,40000000.0,early traction,2018-01-01
2705,Gaia Smart Cities,2015,Mumbai,"Smart Cities, Telecommunications",Gaia Smart Cities is an early leader in the rapidly-emerging Internet of Things (IoT) marketplace.,None,None,0.0,validation,2018-01-01
2706,Square Off,2015,Mumbai,"Internet of Things, Robotics",Delivering Imagination,None,None,1100000.0,validation,2018-01-01
2707,UrbanClap,2015,Delhi,"Apps, Home Services, Information Services, Information Technology",UrbanClap is India's leading managed marketplace for home services.,None,None,50000000.0,early traction,2018-01-01
2708,Hospals,2015,Delhi,"Medical, Tourism",Hospals is a medical tourism company.,None,None,1500000.0,validation,2018-01-01
2709,Kogta Financial India Limited,2015,Jaipur,Financial Services,Kogta Financial (India) Ltd is a retail-focused non banking financial company .,None,None,0.0,early traction,2018-01-01
2710,Perspectico,2015,Delhi,"Career Planning, Education, Internet",An Education Management startup.,None,None,0.0,validation,2018-01-01
2711,The Souled Store,2015,Mumbai,"Fashion, Graphic Design, Wearables","The Souled Store bring to you awesome t-shirts, framed prints, badges, notebooks, coasters.",None,None,3000000.0,scaling,2018-01-01
2712,Hush - Speak Up. Make Work Better,2015,Bangalore,"Communities, Leisure, Mobile Apps, Software",Enabling diversity of opinions in organizations,None,None,0.0,validation,2018-01-01
2713,Drivezy,2015,Bangalore,"Automotive, Rental, Sharing Economy",Drivezy is India's largest vehicle sharing platform which helps people turn their vehicles into earning members of their family.,None,None,100000000.0,others,2018-01-01
2714,Freyr Energy,2015,Hyderabad,"Energy, Environmental Consulting, Renewable Energy, Solar","Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",None,None,1500000.0,early traction,2018-01-01
2715,NIRAMAI Health Analytix,2015,Bangalore,"Health Care, Hospital",NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix.,None,None,6000000.0,validation,2018-01-01
2716,CloudSek,2015,Bangalore,"Information Technology, SaaS, Security",Cloudsek is an Infosec Risk assessment company which provides intelligence needed to tackle online threats.,None,None,0.0,validation,2018-01-01
2717,Lendbox,2015,Delhi,"Crowdfunding, Financial Services, Internet",Lendbox is India's leading peer-to-peer lending online lending platform.,None,None,0.0,validation,2018-01-01
2718,Verloop,2015,Bangalore,"Customer Service, Information Technology, Internet, Sales Automation",Verloop is an automated customer support and engagement platform.,None,None,3000000.0,early traction,2018-01-01
2719,Flickstree,2015,Mumbai,"Advertising, Artificial Intelligence, Digital Media, iOS, Location Based Services, News, Video, Video on Demand, Video Streaming","Flickstree is a smart video content aggregator, powered by Artificial Intelligence.",None,None,0.0,validation,2018-01-01
2720,Paymatrix,2015,Hyderabad,"Credit Cards, Payments, Property Insurance, Property Management, Rental Property",India's Leading Property Rent management platform,None,None,100000.0,validation,2018-01-01
2721,Idha Skin Clinic,2015,Bangalore City,"Beauty, Cosmetics, Health Care, Service Industry",Idha skin clinic jayanagar is dedicated to restore health and natural beauty to your skin.,None,None,0.0,validation,2018-01-01
2722,InCred,2015,Mumbai,"Banking, Finance, Financial Services",InCred Finance is a mumbai-based non-banking financial company,None,None,41900000.0,scaling,2018-01-01
2723,Vedantu,2015,Bangalore,"EdTech, Education, Mobile, Tutoring",Vedantu provides personalized LIVE Online Tutoring. Vedantu aims to democratize teaching by creating a marketplace of Teachers,None,None,11000000.0,early traction,2018-01-01
2724,Sportido,2015,Noida,"Social Media, Sports",Sportido is a sports discovery app that helps you find people and places to play 700+ sports around you.,None,None,0.0,validation,2018-01-01
2725,Stelis Biopharma,2015,Bangalore,Pharmaceuticals,Stelis Biopharma is a vertically integrated biopharmaceutical company,None,None,100000000.0,early traction,2018-01-01
2726,Magicpin,2015,Gurgaon,"E-Commerce, E-Commerce Platforms, Retail","Magicpin is a platform where users and merchants in a locality discover, interact, and transact.",None,None,0.0,early traction,2018-01-01
2727,Try & Buy,2015,Delhi,"E-Commerce, Fashion, Shopping",Try & Buy,None,None,0.0,validation,2018-01-01
2728,Mech Mocha,2015,Bangalore,"Digital Entertainment, Mobile, PC Games",Mech Mocha is a mobile gaming startup based in Bangalore working towards ‘Making India Play’ .,None,None,3530000.0,early traction,2018-01-01
2729,Aye Finance,2015,Gurgaon,"Finance, Financial Services, Small and Medium Businesses",Aye Finance provides financial services to micro and small businesses in Northern India.,None,None,0.0,others,2018-01-01
2730,Aldopay,2015,Chennai,Mobile Payments,Mobile Wallet Focusing on hassle free checkout via Finger Print & OTP.,None,None,200000.0,validation,2018-01-01
2731,Detect Technologies,2015,Chennai,"Artificial Intelligence, Energy, Oil and Gas",Completely automated remote control system.,None,None,3300000.0,early traction,2018-01-01
2732,Signzy,2015,Bangalore,"Computer, FinTech, Risk Management, Software",Signzy are creating 'building blocks for a Digital Trust system.,None,None,0.0,early traction,2018-01-01
